"FACEID","CHECKSTATUS","CREATEUSER","MODIFYUSER","DELETEUSER","CREATETIME","MODIFYTIME","DELETETIME","TITLEIMAGE","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","DELFLAG","VIDEOID","CREATEREQIP","DELETEREQIP","CHECKOUTSERVERID","FRAMEINDEX","SCORE","RECT","ACTORID","SCORESUM"
13554901,,,,,,,,,"","",,,,84826,"","",,63660,"0.904097","934, 208, 124, 168",1937,""
13554902,,,,,,,,,"","",,,,84826,"","",,63670,"0.925735","893, 209, 133, 178",1937,""
13554903,,,,,,,,,"","",,,,84826,"","",,63670,"0.799312","168, 161, 142, 173",135576,""
13554904,,,,,,,,,"","",,,,84826,"","",,63670,"0.509147","351, 345, 54, 68",1937,""
13554905,,,,,,,,,"","",,,,84826,"","",,63680,"0.921858","844, 201, 116, 163",1937,""
13554906,,,,,,,,,"","",,,,84826,"","",,63690,"0.879153","825, 203, 100, 148",1937,""
13554907,,,,,,,,,"","",,,,84826,"","",,63700,"0.901354","840, 192, 104, 151",1937,""
13554908,,,,,,,,,"","",,,,84826,"","",,63710,"0.897924","814, 187, 105, 151",1937,""
13554909,,,,,,,,,"","",,,,84826,"","",,63720,"0.911102","806, 188, 107, 152",1937,""
13554910,,,,,,,,,"","",,,,84826,"","",,63730,"0.904879","802, 187, 108, 154",1937,""
13554911,,,,,,,,,"","",,,,84826,"","",,63740,"0.927671","821, 182, 109, 154",1937,""
13554912,,,,,,,,,"","",,,,84826,"","",,63750,"0.973688","606, 203, 231, 297",1937,""
13554913,,,,,,,,,"","",,,,84826,"","",,63760,"0.941842","602, 197, 216, 295",1937,""
13554914,,,,,,,,,"","",,,,84826,"","",,63770,"0.979268","602, 205, 231, 300",1937,""
13554915,,,,,,,,,"","",,,,84826,"","",,63780,"0.982506","600, 204, 228, 297",1937,""
13554916,,,,,,,,,"","",,,,84826,"","",,63790,"0.978405","599, 195, 228, 294",1937,""
13554917,,,,,,,,,"","",,,,84826,"","",,63800,"0.919977","612, 182, 211, 271",1937,""
13554918,,,,,,,,,"","",,,,84826,"","",,63810,"0.758197","596, 173, 239, 304",1937,""
13554919,,,,,,,,,"","",,,,84826,"","",,63820,"0.774480","581, 185, 232, 305",1937,""
13554920,,,,,,,,,"","",,,,84826,"","",,63830,"0.772912","580, 184, 235, 312",1937,""
13554921,,,,,,,,,"","",,,,84826,"","",,63840,"0.754826","586, 184, 229, 288",1937,""
13554922,,,,,,,,,"","",,,,84826,"","",,63850,"0.944177","576, 182, 223, 290",1937,""
13554923,,,,,,,,,"","",,,,84826,"","",,63860,"0.942315","590, 179, 235, 311",1937,""
13554924,,,,,,,,,"","",,,,84826,"","",,63970,"0.722717","345, 163, 135, 163",145515,""
13554925,,,,,,,,,"","",,,,84826,"","",,63980,"0.720678","350, 198, 116, 150",145515,""
13554926,,,,,,,,,"","",,,,84826,"","",,63990,"0.617053","395, 213, 122, 154",145515,""
13554927,,,,,,,,,"","",,,,84826,"","",,64020,"0.666854","399, 123, 114, 154",145515,""
13554928,,,,,,,,,"","",,,,84826,"","",,64040,"0.683749","486, 225, 104, 129",145515,""
13554929,,,,,,,,,"","",,,,84826,"","",,64380,"0.893830","558, 177, 231, 274",1937,""
13554930,,,,,,,,,"","",,,,84826,"","",,64390,"0.896240","554, 177, 231, 274",1937,""
13554931,,,,,,,,,"","",,,,84826,"","",,64400,"0.886413","582, 158, 230, 281",1937,""
13554932,,,,,,,,,"","",,,,84826,"","",,64410,"0.892518","584, 109, 252, 302",1937,""
13554933,,,,,,,,,"","",,,,84826,"","",,64420,"0.918561","595, 113, 272, 305",1937,""
13554934,,,,,,,,,"","",,,,84826,"","",,64470,"0.699916","312, 100, 110, 133",145515,""
13554935,,,,,,,,,"","",,,,84826,"","",,64480,"0.726896","331, 175, 107, 138",145515,""
13554936,,,,,,,,,"","",,,,84826,"","",,64490,"0.776638","344, 197, 111, 138",145515,""
13554937,,,,,,,,,"","",,,,84826,"","",,64600,"0.563934","476, 60, 263, 270",140714,""
13554938,,,,,,,,,"","",,,,84826,"","",,64610,"0.754926","507, 105, 282, 321",140714,""
13554939,,,,,,,,,"","",,,,84826,"","",,64630,"0.509058","565, 129, 265, 350",140714,""
13554940,,,,,,,,,"","",,,,84826,"","",,64640,"0.550283","552, 180, 243, 326",140714,""
13554941,,,,,,,,,"","",,,,84826,"","",,64770,"0.687473","501, 224, 121, 153",145515,""
13554942,,,,,,,,,"","",,,,84826,"","",,64780,"0.672272","496, 204, 124, 163",145515,""
13554943,,,,,,,,,"","",,,,84826,"","",,64790,"0.691013","495, 195, 122, 163",145515,""
13554944,,,,,,,,,"","",,,,84826,"","",,64800,"0.617922","489, 191, 114, 153",145515,""
13554945,,,,,,,,,"","",,,,84826,"","",,64810,"0.647947","457, 203, 115, 153",145515,""
13554946,,,,,,,,,"","",,,,84826,"","",,64990,"0.653013","453, 218, 223, 297",140714,""
13554947,,,,,,,,,"","",,,,84826,"","",,65020,"0.652185","546, 159, 236, 286",140714,""
13554948,,,,,,,,,"","",,,,84826,"","",,65030,"0.545198","541, 137, 250, 324",140714,""
13554949,,,,,,,,,"","",,,,84826,"","",,65160,"0.843955","530, 166, 234, 292",1937,""
13554950,,,,,,,,,"","",,,,84826,"","",,65270,"0.667839","643, 98, 141, 191",145515,""
13554951,,,,,,,,,"","",,,,84826,"","",,65300,"0.805083","661, 189, 185, 226",145515,""
13554952,,,,,,,,,"","",,,,84826,"","",,65310,"0.862942","685, 194, 168, 234",145515,""
13554953,,,,,,,,,"","",,,,84826,"","",,65320,"0.880031","691, 227, 168, 232",145515,""
13554954,,,,,,,,,"","",,,,84826,"","",,65330,"0.658900","595, 168, 33, 45",145515,""
13554955,,,,,,,,,"","",,,,84826,"","",,65350,"0.599383","591, 160, 38, 50",145515,""
13554956,,,,,,,,,"","",,,,84826,"","",,65370,"0.720616","441, 223, 173, 262",145515,""
13554957,,,,,,,,,"","",,,,84826,"","",,65380,"0.647006","452, 261, 155, 216",145515,""
13554958,,,,,,,,,"","",,,,84826,"","",,65510,"0.566574","291, 278, 131, 164",140714,""
13554959,,,,,,,,,"","",,,,84826,"","",,65520,"0.632259","168, 257, 137, 176",140714,""
13554960,,,,,,,,,"","",,,,84826,"","",,65530,"0.692702","88, 237, 137, 177",140714,""
13554961,,,,,,,,,"","",,,,84826,"","",,65540,"0.699441","38, 247, 143, 185",140714,""
13554962,,,,,,,,,"","",,,,84826,"","",,65550,"0.770865","712, 124, 188, 234",145515,""
13554963,,,,,,,,,"","",,,,84826,"","",,65560,"0.930424","716, 143, 183, 233",145515,""
13554964,,,,,,,,,"","",,,,84826,"","",,65570,"0.921270","699, 145, 193, 242",145515,""
13554965,,,,,,,,,"","",,,,84826,"","",,65580,"0.729064","684, 151, 172, 213",145515,""
13554966,,,,,,,,,"","",,,,84826,"","",,65700,"0.800650","515, 192, 159, 196",1937,""
13554967,,,,,,,,,"","",,,,84826,"","",,65710,"0.763203","510, 183, 162, 204",1937,""
13554968,,,,,,,,,"","",,,,84826,"","",,65720,"0.868925","561, 177, 174, 217",1937,""
13554969,,,,,,,,,"","",,,,84826,"","",,65730,"0.911779","552, 161, 170, 216",1937,""
13554970,,,,,,,,,"","",,,,84826,"","",,65740,"0.918975","488, 157, 165, 217",1937,""
13554971,,,,,,,,,"","",,,,84826,"","",,65750,"0.921852","459, 170, 166, 209",1937,""
13554972,,,,,,,,,"","",,,,84826,"","",,65760,"0.661835","645, 190, 177, 240",145515,""
13554973,,,,,,,,,"","",,,,84826,"","",,65770,"0.927714","631, 175, 214, 282",145515,""
13554974,,,,,,,,,"","",,,,84826,"","",,65780,"0.958288","638, 204, 188, 254",145515,""
13554975,,,,,,,,,"","",,,,84826,"","",,65790,"0.952980","638, 197, 190, 264",145515,""
13554976,,,,,,,,,"","",,,,84826,"","",,65800,"0.953237","636, 201, 189, 260",145515,""
13554977,,,,,,,,,"","",,,,84826,"","",,65810,"0.936464","426, 171, 170, 223",1937,""
13554978,,,,,,,,,"","",,,,84826,"","",,65820,"0.927798","428, 173, 169, 220",1937,""
13554979,,,,,,,,,"","",,,,84826,"","",,65830,"0.930440","431, 174, 164, 213",1937,""
13554980,,,,,,,,,"","",,,,84826,"","",,65840,"0.897757","439, 171, 165, 209",1937,""
13554981,,,,,,,,,"","",,,,84826,"","",,65850,"0.922560","471, 172, 166, 214",1937,""
13554982,,,,,,,,,"","",,,,84826,"","",,65860,"0.941821","457, 169, 170, 216",1937,""
13554983,,,,,,,,,"","",,,,84826,"","",,65870,"0.938709","449, 167, 170, 219",1937,""
13557582,,,,,,,,,"","",,,,84826,"","",,127190,"0.922418","362, 200, 229, 295",1937,""
13557583,,,,,,,,,"","",,,,84826,"","",,127200,"0.919725","384, 178, 240, 301",1937,""
13557584,,,,,,,,,"","",,,,84826,"","",,127210,"0.882291","419, 165, 240, 302",1937,""
13557585,,,,,,,,,"","",,,,84826,"","",,127240,"0.934239","769, 240, 185, 240",135576,""
13557586,,,,,,,,,"","",,,,84826,"","",,127250,"0.926233","762, 259, 187, 241",135576,""
13557587,,,,,,,,,"","",,,,84826,"","",,127260,"0.945386","756, 239, 179, 236",135576,""
13557588,,,,,,,,,"","",,,,84826,"","",,127270,"0.922217","746, 250, 181, 224",135576,""
13557589,,,,,,,,,"","",,,,84826,"","",,127280,"0.945982","730, 245, 186, 236",135576,""
13557590,,,,,,,,,"","",,,,84826,"","",,127290,"0.924136","721, 226, 187, 246",135576,""
13557591,,,,,,,,,"","",,,,84826,"","",,127300,"0.822562","371, 163, 203, 246",1937,""
13557592,,,,,,,,,"","",,,,84826,"","",,127310,"0.817329","366, 166, 211, 277",1937,""
13557593,,,,,,,,,"","",,,,84826,"","",,127320,"0.876824","310, 186, 227, 283",1937,""
13557594,,,,,,,,,"","",,,,84826,"","",,127330,"0.884760","373, 170, 244, 310",1937,""
13557595,,,,,,,,,"","",,,,84826,"","",,127350,"0.893618","399, 165, 236, 292",1937,""
13557596,,,,,,,,,"","",,,,84826,"","",,127360,"0.931451","381, 142, 256, 326",1937,""
13557597,,,,,,,,,"","",,,,84826,"","",,127370,"0.925477","365, 131, 269, 343",1937,""
13557598,,,,,,,,,"","",,,,84826,"","",,127390,"0.933847","352, 152, 231, 296",1937,""
13557599,,,,,,,,,"","",,,,84826,"","",,127400,"0.940044","275, 150, 240, 310",1937,""
13557600,,,,,,,,,"","",,,,84826,"","",,127410,"0.926168","255, 137, 250, 315",1937,""
13557601,,,,,,,,,"","",,,,84826,"","",,127420,"0.935125","349, 161, 243, 308",1937,""
13557602,,,,,,,,,"","",,,,84826,"","",,127440,"0.932344","414, 142, 267, 338",1937,""
13557603,,,,,,,,,"","",,,,84826,"","",,127450,"0.939401","362, 158, 248, 322",1937,""
13557604,,,,,,,,,"","",,,,84826,"","",,127460,"0.937849","319, 160, 242, 312",1937,""
13557605,,,,,,,,,"","",,,,84826,"","",,127470,"0.937262","290, 176, 240, 306",1937,""
13557606,,,,,,,,,"","",,,,84826,"","",,127480,"0.923054","278, 172, 226, 294",1937,""
13557607,,,,,,,,,"","",,,,84826,"","",,127490,"0.935660","311, 181, 219, 284",1937,""
13557608,,,,,,,,,"","",,,,84826,"","",,127500,"0.917859","384, 170, 256, 337",1937,""
13557609,,,,,,,,,"","",,,,84826,"","",,127510,"0.920781","443, 180, 261, 342",1937,""
13557610,,,,,,,,,"","",,,,84826,"","",,127520,"0.944782","415, 153, 259, 331",1937,""
13557611,,,,,,,,,"","",,,,84826,"","",,127530,"0.957089","399, 153, 255, 335",1937,""
13557612,,,,,,,,,"","",,,,84826,"","",,127540,"0.956125","390, 155, 254, 330",1937,""
13557613,,,,,,,,,"","",,,,84826,"","",,127550,"0.950804","370, 147, 261, 333",1937,""
13557614,,,,,,,,,"","",,,,84826,"","",,127560,"0.931244","375, 140, 265, 334",1937,""
13557615,,,,,,,,,"","",,,,84826,"","",,127570,"0.943157","396, 156, 274, 351",1937,""
13557616,,,,,,,,,"","",,,,84826,"","",,127580,"0.939996","402, 157, 256, 328",1937,""
13557617,,,,,,,,,"","",,,,84826,"","",,127590,"0.927854","396, 164, 249, 322",1937,""
13557618,,,,,,,,,"","",,,,84826,"","",,127610,"0.824817","392, 158, 261, 321",1937,""
13557619,,,,,,,,,"","",,,,84826,"","",,127620,"0.934440","368, 159, 274, 352",1937,""
13557620,,,,,,,,,"","",,,,84826,"","",,127630,"0.939983","363, 161, 256, 331",1937,""
13557621,,,,,,,,,"","",,,,84826,"","",,127640,"0.945603","366, 167, 259, 337",1937,""
13557622,,,,,,,,,"","",,,,84826,"","",,127650,"0.937553","368, 169, 248, 318",1937,""
13557623,,,,,,,,,"","",,,,84826,"","",,127660,"0.950527","361, 157, 264, 339",1937,""
13557624,,,,,,,,,"","",,,,84826,"","",,127670,"0.950950","361, 155, 255, 328",1937,""
13557625,,,,,,,,,"","",,,,84826,"","",,127680,"0.946212","360, 155, 258, 329",1937,""
13557626,,,,,,,,,"","",,,,84826,"","",,127690,"0.774108","387, 211, 202, 257",1937,""
13557627,,,,,,,,,"","",,,,84826,"","",,127710,"0.938186","371, 154, 274, 352",1937,""
13557628,,,,,,,,,"","",,,,84826,"","",,127720,"0.942207","390, 180, 255, 321",1937,""
13557629,,,,,,,,,"","",,,,84826,"","",,127730,"0.947460","381, 161, 255, 333",1937,""
13557630,,,,,,,,,"","",,,,84826,"","",,127740,"0.935350","372, 155, 257, 335",1937,""
13557631,,,,,,,,,"","",,,,84826,"","",,127750,"0.919251","376, 152, 258, 334",1937,""
13557632,,,,,,,,,"","",,,,84826,"","",,127760,"0.937282","388, 155, 259, 332",1937,""
13557633,,,,,,,,,"","",,,,84826,"","",,127770,"0.960440","719, 205, 187, 242",135576,""
13557634,,,,,,,,,"","",,,,84826,"","",,127780,"0.950923","714, 202, 184, 245",135576,""
13557635,,,,,,,,,"","",,,,84826,"","",,127790,"0.969259","700, 202, 187, 236",135576,""
13557636,,,,,,,,,"","",,,,84826,"","",,127800,"0.964070","689, 202, 186, 230",135576,""
13557637,,,,,,,,,"","",,,,84826,"","",,127810,"0.965384","679, 194, 189, 243",135576,""
13557638,,,,,,,,,"","",,,,84826,"","",,127820,"0.959009","683, 193, 184, 242",135576,""
13557639,,,,,,,,,"","",,,,84826,"","",,127830,"0.955987","696, 205, 187, 238",135576,""
13557640,,,,,,,,,"","",,,,84826,"","",,127850,"0.929647","392, 153, 256, 331",1937,""
13557641,,,,,,,,,"","",,,,84826,"","",,127860,"0.955518","426, 167, 264, 341",1937,""
13557642,,,,,,,,,"","",,,,84826,"","",,127870,"0.960737","425, 156, 270, 344",1937,""
13557643,,,,,,,,,"","",,,,84826,"","",,127880,"0.957352","421, 156, 262, 326",1937,""
13557644,,,,,,,,,"","",,,,84826,"","",,127890,"0.956397","417, 164, 269, 333",1937,""
13557645,,,,,,,,,"","",,,,84826,"","",,127900,"0.962787","418, 170, 271, 342",1937,""
13557646,,,,,,,,,"","",,,,84826,"","",,127910,"0.975377","419, 161, 266, 341",1937,""
13557647,,,,,,,,,"","",,,,84826,"","",,127920,"0.965093","423, 166, 258, 335",1937,""
13557648,,,,,,,,,"","",,,,84826,"","",,127930,"0.969663","419, 164, 265, 337",1937,""
13557649,,,,,,,,,"","",,,,84826,"","",,127940,"0.960321","429, 151, 271, 352",1937,""
13557650,,,,,,,,,"","",,,,84826,"","",,127950,"0.932244","446, 152, 265, 345",1937,""
13557651,,,,,,,,,"","",,,,84826,"","",,127990,"0.918246","798, 182, 194, 253",135576,""
13557652,,,,,,,,,"","",,,,84826,"","",,128010,"0.825903","831, 196, 186, 246",135576,""
13557653,,,,,,,,,"","",,,,84826,"","",,128020,"0.855472","853, 214, 183, 248",135576,""
13557654,,,,,,,,,"","",,,,84826,"","",,128030,"0.876389","865, 228, 183, 252",135576,""
13557655,,,,,,,,,"","",,,,84826,"","",,128040,"0.877089","878, 237, 169, 241",135576,""
13557656,,,,,,,,,"","",,,,84826,"","",,128050,"0.807891","875, 235, 166, 246",135576,""
13557657,,,,,,,,,"","",,,,84826,"","",,128060,"0.852290","858, 243, 168, 238",135576,""
13557658,,,,,,,,,"","",,,,84826,"","",,128070,"0.624757","895, 215, 43, 54",135576,""
13557659,,,,,,,,,"","",,,,84826,"","",,128080,"0.632558","903, 220, 40, 51",135576,""
13557660,,,,,,,,,"","",,,,84826,"","",,128090,"0.658588","889, 216, 41, 57",135576,""
13557661,,,,,,,,,"","",,,,84826,"","",,128100,"0.620093","855, 216, 36, 51",135576,""
13557662,,,,,,,,,"","",,,,84826,"","",,128110,"0.618737","843, 212, 35, 56",135576,""
13557663,,,,,,,,,"","",,,,84826,"","",,128120,"0.532494","838, 216, 31, 51",135576,""
13557664,,,,,,,,,"","",,,,84826,"","",,128300,"0.518173","833, 152, 62, 94",135576,""
13557665,,,,,,,,,"","",,,,84826,"","",,128310,"0.670814","832, 155, 82, 106",135576,""
13557666,,,,,,,,,"","",,,,84826,"","",,128320,"0.584257","767, 173, 90, 105",135576,""
13557667,,,,,,,,,"","",,,,84826,"","",,128340,"0.548723","464, 296, 43, 54",145515,""
13557668,,,,,,,,,"","",,,,84826,"","",,128350,"0.705495","517, 283, 47, 62",145515,""
13557669,,,,,,,,,"","",,,,84826,"","",,128360,"0.715345","560, 273, 43, 56",145515,""
13557670,,,,,,,,,"","",,,,84826,"","",,128370,"0.627939","575, 257, 44, 68",145515,""
13557671,,,,,,,,,"","",,,,84826,"","",,128380,"0.746336","580, 261, 48, 68",145515,""
13557672,,,,,,,,,"","",,,,84826,"","",,128410,"0.515770","645, 253, 38, 55",145515,""
13557673,,,,,,,,,"","",,,,84826,"","",,128470,"0.583887","799, 248, 43, 61",145515,""
13557674,,,,,,,,,"","",,,,84826,"","",,128480,"0.522832","870, 232, 54, 76",145515,""
13557675,,,,,,,,,"","",,,,84826,"","",,128650,"0.886110","667, 238, 122, 169",145515,""
13557676,,,,,,,,,"","",,,,84826,"","",,128660,"0.813182","653, 207, 125, 171",145515,""
13557677,,,,,,,,,"","",,,,84826,"","",,128670,"0.890502","644, 236, 127, 174",145515,""
13557678,,,,,,,,,"","",,,,84826,"","",,128680,"0.783719","668, 189, 116, 159",145515,""
13557679,,,,,,,,,"","",,,,84826,"","",,128690,"0.785034","649, 212, 117, 158",145515,""
13557680,,,,,,,,,"","",,,,84826,"","",,128700,"0.777231","621, 244, 121, 175",145515,""
13557681,,,,,,,,,"","",,,,84826,"","",,128710,"0.800383","639, 232, 118, 170",145515,""
13557682,,,,,,,,,"","",,,,84826,"","",,128720,"0.674490","626, 243, 130, 181",145515,""
13557683,,,,,,,,,"","",,,,84826,"","",,128760,"0.695938","797, 281, 125, 190",145515,""
13557684,,,,,,,,,"","",,,,84826,"","",,128770,"0.532665","474, 268, 109, 150",140714,""
13557685,,,,,,,,,"","",,,,84826,"","",,128770,"0.644036","815, 280, 109, 148",145515,""
13557686,,,,,,,,,"","",,,,84826,"","",,128780,"0.824327","837, 281, 112, 157",145515,""
13552704,,,,,,,,,"","",,,,84826,"","",,15770,"0.901071","446, 264, 216, 271",4569,""
13552705,,,,,,,,,"","",,,,84826,"","",,15780,"0.849465","442, 275, 224, 283",4569,""
13552706,,,,,,,,,"","",,,,84826,"","",,15840,"0.633572","543, 95, 207, 271",89777,""
13552707,,,,,,,,,"","",,,,84826,"","",,15850,"0.608589","531, 108, 194, 252",89777,""
13552708,,,,,,,,,"","",,,,84826,"","",,15860,"0.582791","539, 114, 175, 244",89777,""
13552709,,,,,,,,,"","",,,,84826,"","",,15930,"0.752428","572, 286, 131, 169",2735,""
13552710,,,,,,,,,"","",,,,84826,"","",,15940,"0.746773","567, 286, 137, 176",2735,""
13552711,,,,,,,,,"","",,,,84826,"","",,15950,"0.725721","566, 284, 139, 178",2735,""
13552712,,,,,,,,,"","",,,,84826,"","",,15960,"0.731511","570, 285, 136, 174",2735,""
13552713,,,,,,,,,"","",,,,84826,"","",,15970,"0.756417","573, 285, 133, 172",2735,""
13552714,,,,,,,,,"","",,,,84826,"","",,15980,"0.723696","571, 285, 138, 178",2735,""
13552715,,,,,,,,,"","",,,,84826,"","",,15990,"0.720482","569, 283, 138, 177",2735,""
13552716,,,,,,,,,"","",,,,84826,"","",,16000,"0.769157","572, 285, 135, 172",2735,""
13552717,,,,,,,,,"","",,,,84826,"","",,16240,"0.501379","320, 103, 412, 476",1937,""
13552718,,,,,,,,,"","",,,,84826,"","",,16250,"0.574785","299, 57, 435, 559",89777,""
13552719,,,,,,,,,"","",,,,84826,"","",,16260,"0.586917","263, 83, 449, 549",89777,""
13552720,,,,,,,,,"","",,,,84826,"","",,16290,"0.769515","613, 150, 177, 230",2735,""
13552721,,,,,,,,,"","",,,,84826,"","",,16300,"0.848349","665, 177, 173, 227",2735,""
13552722,,,,,,,,,"","",,,,84826,"","",,16310,"0.910821","705, 203, 175, 233",2735,""
13552723,,,,,,,,,"","",,,,84826,"","",,16320,"0.878296","707, 209, 172, 234",2735,""
13552724,,,,,,,,,"","",,,,84826,"","",,16350,"0.744928","616, 206, 188, 239",2735,""
13552725,,,,,,,,,"","",,,,84826,"","",,16360,"0.717888","622, 194, 184, 238",2735,""
13552726,,,,,,,,,"","",,,,84826,"","",,16370,"0.696766","650, 187, 177, 234",2735,""
13552727,,,,,,,,,"","",,,,84826,"","",,16450,"0.753514","614, 298, 239, 329",2735,""
13552728,,,,,,,,,"","",,,,84826,"","",,16460,"0.835192","551, 310, 216, 287",2735,""
13552729,,,,,,,,,"","",,,,84826,"","",,16470,"0.893974","513, 280, 238, 302",2735,""
13552730,,,,,,,,,"","",,,,84826,"","",,16480,"0.741496","660, 193, 221, 299",2735,""
13552731,,,,,,,,,"","",,,,84826,"","",,16510,"0.660602","675, 203, 246, 299",2735,""
13552732,,,,,,,,,"","",,,,84826,"","",,16520,"0.770673","436, 208, 252, 320",2735,""
13552733,,,,,,,,,"","",,,,84826,"","",,16540,"0.553878","364, 100, 375, 470",89777,""
13552734,,,,,,,,,"","",,,,84826,"","",,16620,"0.518119","689, 186, 181, 218",145515,""
13552735,,,,,,,,,"","",,,,84826,"","",,16650,"0.681385","549, 195, 135, 203",145515,""
13552736,,,,,,,,,"","",,,,84826,"","",,16660,"0.699600","604, 201, 194, 236",145515,""
13552737,,,,,,,,,"","",,,,84826,"","",,16670,"0.704145","695, 126, 200, 238",145515,""
13552738,,,,,,,,,"","",,,,84826,"","",,16680,"0.572126","377, 91, 378, 488",89777,""
13552739,,,,,,,,,"","",,,,84826,"","",,16690,"0.595992","374, 90, 377, 486",89777,""
13552740,,,,,,,,,"","",,,,84826,"","",,16710,"0.589072","354, 90, 421, 476",89777,""
13552741,,,,,,,,,"","",,,,84826,"","",,16720,"0.586339","369, 91, 388, 482",89777,""
13552742,,,,,,,,,"","",,,,84826,"","",,16730,"0.575105","377, 103, 366, 468",89777,""
13552743,,,,,,,,,"","",,,,84826,"","",,16740,"0.569795","374, 110, 359, 458",89777,""
13552744,,,,,,,,,"","",,,,84826,"","",,16750,"0.933166","715, 214, 158, 205",2735,""
13552745,,,,,,,,,"","",,,,84826,"","",,16760,"0.945461","722, 212, 149, 180",2735,""
13552746,,,,,,,,,"","",,,,84826,"","",,16770,"0.973972","737, 211, 145, 184",2735,""
13552747,,,,,,,,,"","",,,,84826,"","",,16780,"0.979254","744, 208, 149, 193",2735,""
13552748,,,,,,,,,"","",,,,84826,"","",,16790,"0.982794","765, 205, 147, 195",2735,""
13552749,,,,,,,,,"","",,,,84826,"","",,16800,"0.976458","775, 200, 156, 200",2735,""
13552750,,,,,,,,,"","",,,,84826,"","",,16810,"0.945228","779, 195, 151, 190",2735,""
13552751,,,,,,,,,"","",,,,84826,"","",,16820,"0.953801","775, 196, 158, 195",2735,""
13552752,,,,,,,,,"","",,,,84826,"","",,16830,"0.953250","770, 194, 157, 192",2735,""
13552753,,,,,,,,,"","",,,,84826,"","",,16840,"0.957267","769, 196, 154, 193",2735,""
13552754,,,,,,,,,"","",,,,84826,"","",,16850,"0.610716","402, 185, 202, 256",89777,""
13552755,,,,,,,,,"","",,,,84826,"","",,16860,"0.565804","388, 194, 201, 255",89777,""
13552756,,,,,,,,,"","",,,,84826,"","",,16870,"0.607488","393, 193, 203, 258",89777,""
13552757,,,,,,,,,"","",,,,84826,"","",,16880,"0.899628","660, 204, 166, 200",2735,""
13552758,,,,,,,,,"","",,,,84826,"","",,16890,"0.917949","628, 186, 176, 222",2735,""
13552759,,,,,,,,,"","",,,,84826,"","",,16900,"0.923320","616, 153, 178, 234",2735,""
13552760,,,,,,,,,"","",,,,84826,"","",,16910,"0.910610","624, 148, 199, 242",2735,""
13552761,,,,,,,,,"","",,,,84826,"","",,16930,"0.540422","489, 170, 161, 216",90107,""
13552762,,,,,,,,,"","",,,,84826,"","",,16940,"0.557402","486, 167, 164, 217",90107,""
13552763,,,,,,,,,"","",,,,84826,"","",,16950,"0.538337","483, 166, 162, 214",90107,""
13552764,,,,,,,,,"","",,,,84826,"","",,16990,"0.629762","571, 210, 123, 169",2735,""
13552765,,,,,,,,,"","",,,,84826,"","",,17030,"0.509942","307, 193, 212, 265",89777,""
13552766,,,,,,,,,"","",,,,84826,"","",,17230,"0.812998","515, 224, 196, 236",2735,""
13552767,,,,,,,,,"","",,,,84826,"","",,17240,"0.756757","485, 237, 204, 236",2735,""
13552768,,,,,,,,,"","",,,,84826,"","",,17270,"0.610950","436, 218, 188, 229",2735,""
13552769,,,,,,,,,"","",,,,84826,"","",,17280,"0.550951","427, 244, 186, 225",2735,""
13552770,,,,,,,,,"","",,,,84826,"","",,17300,"0.736724","99, 179, 355, 425",89777,""
13552771,,,,,,,,,"","",,,,84826,"","",,17310,"0.634466","139, 178, 334, 413",89777,""
13552772,,,,,,,,,"","",,,,84826,"","",,17390,"0.546196","682, 133, 216, 268",145515,""
13552773,,,,,,,,,"","",,,,84826,"","",,17440,"0.633554","630, 129, 276, 335",145515,""
13552774,,,,,,,,,"","",,,,84826,"","",,17450,"0.599442","716, 166, 203, 273",145515,""
13552775,,,,,,,,,"","",,,,84826,"","",,17470,"0.639449","689, 85, 293, 378",145515,""
13552776,,,,,,,,,"","",,,,84826,"","",,17480,"0.611830","688, 113, 246, 328",145515,""
13552777,,,,,,,,,"","",,,,84826,"","",,17490,"0.659528","701, 138, 239, 325",145515,""
13552778,,,,,,,,,"","",,,,84826,"","",,17500,"0.633727","716, 184, 191, 250",145515,""
13552779,,,,,,,,,"","",,,,84826,"","",,17510,"0.535848","335, 86, 319, 404",89777,""
13552780,,,,,,,,,"","",,,,84826,"","",,17520,"0.508086","328, 76, 320, 410",89777,""
13552781,,,,,,,,,"","",,,,84826,"","",,17530,"0.544738","305, 79, 333, 417",89777,""
13552782,,,,,,,,,"","",,,,84826,"","",,17540,"0.607552","287, 89, 355, 419",89777,""
13552783,,,,,,,,,"","",,,,84826,"","",,17550,"0.694140","802, 267, 82, 107",145515,""
13552784,,,,,,,,,"","",,,,84826,"","",,17560,"0.662651","808, 260, 80, 105",145515,""
13552785,,,,,,,,,"","",,,,84826,"","",,17580,"0.681796","823, 267, 87, 110",145515,""
13552786,,,,,,,,,"","",,,,84826,"","",,17580,"0.886645","589, 178, 117, 164",2735,""
13552787,,,,,,,,,"","",,,,84826,"","",,17590,"0.921642","585, 149, 119, 158",2735,""
13552788,,,,,,,,,"","",,,,84826,"","",,17590,"0.674759","840, 268, 84, 107",145515,""
13552789,,,,,,,,,"","",,,,84826,"","",,17600,"0.891345","584, 119, 127, 170",2735,""
13552790,,,,,,,,,"","",,,,84826,"","",,17600,"0.664285","856, 285, 81, 105",145515,""
13552791,,,,,,,,,"","",,,,84826,"","",,17610,"0.904511","593, 173, 132, 175",2735,""
