"MUSICID","VIDEOID","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","SEQUENCE","ALBUM_PACKAGELANGUAGE","ALBUM_TITLEOFFICIAL","ALBUM_YEAR","ALBUM_GENRELEVEL1","ALBUM_GENRELEVEL2","ALBUM_GENRELEVEL3","ALBUM_ALBUMLABEL","ALBUM_TOTALINSET","ALBUM_DISCINSET","ALBUM_TRACKCOUNT","ALBUM_COVERARTURL","ALBUM_TRACK_TRACKGNID","ALBUM_TRACK_TRACKNUMBER","ALBUM_TRACK_TITLEOFFICIAL","CREATETIME","CREATEUSER","CREATEREQIP","MODIFYTIME","MODIFYUSER","DELETETIME","DELETEUSER","DELETEREQIP","DELFLAG","CHECKSTATUS","CHECKOUTSERVERID","ALBUM_CREDIT_NAMEOFFICIAL","ALBUM_CREDIT_ORIGINLEVEL1","ALBUM_CREDIT_ORIGINLEVEL2","ALBUM_CREDIT_ORIGINLEVEL3","ALBUM_CREDIT_ORIGINLEVEL4","ALBUM_CREDIT_ERALEVEL1","ALBUM_CREDIT_ERALEVEL2","ALBUM_CREDIT_ERALEVEL3","ALBUM_CREDIT_ARTISTTYPELEVEL1","ALBUM_CREDIT_ARTISTTYPELEVEL2","ISDUPLICATION","CHUBFILENAME","CHUBFILEPATH","SCENECHUBFILEPATH","SCENECHUBFILENAME","USELIMIT"
426000,84826,"00:45:02;00","00:45:08;23",64766,64933,386,"영어","The Eminem Show",2002,"R&B/힙합","힙합/랩","기타 힙합/랩","Aftermath/Interscope",1,1,20,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BAE2/2339/3C29/F796_large_front.jpg?cid=285322488","29792745-41BD9FE6FC69A83CFEC6A4725F88535C",10,"Without Me",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Eminem","북아메리카","미국","미시간","디트로이트","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426001,84826,"00:45:09;00","00:45:15;23",64934,65101,387,"영어","The Eminem Show",2002,"R&B/힙합","힙합/랩","기타 힙합/랩","Aftermath/Interscope",1,1,20,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BAE2/2339/3C29/F796_large_front.jpg?cid=285322488","29792745-41BD9FE6FC69A83CFEC6A4725F88535C",10,"Without Me",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Eminem","북아메리카","미국","미시간","디트로이트","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426002,84826,"00:45:16;00","00:45:22;23",65102,65269,388,"영어","The Eminem Show",2002,"R&B/힙합","힙합/랩","기타 힙합/랩","Aftermath/Interscope",1,1,20,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BAE2/2339/3C29/F796_large_front.jpg?cid=285322488","29792745-41BD9FE6FC69A83CFEC6A4725F88535C",10,"Without Me",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Eminem","북아메리카","미국","미시간","디트로이트","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426003,84826,"00:45:23;00","00:45:29;23",65270,65437,389,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426004,84826,"00:45:30;00","00:45:36;23",65438,65605,390,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426005,84826,"00:45:37;00","00:45:43;23",65606,65773,391,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426006,84826,"00:45:44;00","00:45:50;23",65774,65941,392,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426007,84826,"00:45:51;00","00:45:57;23",65942,66109,393,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426008,84826,"00:45:58;00","00:46:04;23",66110,66275,394,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426009,84826,"00:46:05;00","00:46:11;23",66276,66443,395,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426010,84826,"00:46:12;00","00:46:18;23",66444,66611,396,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426011,84826,"00:46:19;00","00:46:25;23",66612,66779,397,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426012,84826,"00:46:26;00","00:46:32;23",66780,66947,398,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426013,84826,"00:46:33;00","00:46:39;23",66948,67115,399,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426014,84826,"00:46:40;00","00:46:46;23",67116,67283,400,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426015,84826,"00:46:47;00","00:46:53;23",67284,67451,401,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426016,84826,"00:46:54;00","00:47:00;23",67452,67617,402,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426017,84826,"00:47:01;00","00:47:07;23",67618,67785,403,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426018,84826,"00:47:08;00","00:47:14;23",67786,67953,404,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426020,84826,"00:47:22;00","00:47:28;23",68122,68289,406,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426021,84826,"00:47:29;00","00:47:35;23",68290,68457,407,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426022,84826,"00:47:36;00","00:47:42;23",68458,68625,408,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426023,84826,"00:47:43;00","00:47:49;23",68626,68793,409,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426024,84826,"00:47:50;00","00:47:56;23",68794,68961,410,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426025,84826,"00:47:57;00","00:48:03;23",68962,69127,411,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426026,84826,"00:48:04;00","00:48:10;23",69128,69295,412,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426027,84826,"00:48:11;00","00:48:17;23",69296,69463,413,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426028,84826,"00:48:18;00","00:48:24;23",69464,69631,414,"영어","Spirit In The Sky",1969,"팝/록","서부 록","70년대 올디스","Reprise",1,1,17,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/535C/9701/011C/0FA5_large_front.jpg?cid=285322488","27661505-9325E218E014E3A7E5F5EF3980484BC4",2,"Spirit In The Sky",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Norman Greenbaum","북아메리카","미국","매사추세츠","매사추세츠","1970년대","70년대 초반","70년대 초반","남성","남성",,"","","","",
426029,84826,"00:48:25;00","00:48:31;23",69632,69799,415,"영어","Spirit In The Sky",1969,"팝/록","서부 록","70년대 올디스","Reprise",1,1,17,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/535C/9701/011C/0FA5_large_front.jpg?cid=285322488","27661505-9325E218E014E3A7E5F5EF3980484BC4",2,"Spirit In The Sky",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Norman Greenbaum","북아메리카","미국","매사추세츠","매사추세츠","1970년대","70년대 초반","70년대 초반","남성","남성",,"","","","",
426030,84826,"00:48:32;00","00:48:38;23",69800,69967,416,"영어","Spirit In The Sky: The Best Of",1995,"팝/록","서부 록","70년대 올디스","Var?se Sarabande",1,1,15,"","4180544-02CB676CC74F9A5CFE6E40A1D04031C3",1,"Spirit In The Sky",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Norman Greenbaum","북아메리카","미국","매사추세츠","매사추세츠","1970년대","70년대 초반","70년대 초반","남성","남성",,"","","","",
426031,84826,"00:48:39;00","00:48:45;23",69968,70135,417,"영어","Spirit In The Sky",1969,"팝/록","서부 록","70년대 올디스","Reprise",1,1,17,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/535C/9701/011C/0FA5_large_front.jpg?cid=285322488","27661505-9325E218E014E3A7E5F5EF3980484BC4",2,"Spirit In The Sky",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Norman Greenbaum","북아메리카","미국","매사추세츠","매사추세츠","1970년대","70년대 초반","70년대 초반","남성","남성",,"","","","",
426032,84826,"00:48:46;00","00:48:52;23",70136,70303,418,"영어","Spirit In The Sky",1969,"팝/록","서부 록","70년대 올디스","Reprise",1,1,17,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/535C/9701/011C/0FA5_large_front.jpg?cid=285322488","27661505-9325E218E014E3A7E5F5EF3980484BC4",2,"Spirit In The Sky",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Norman Greenbaum","북아메리카","미국","매사추세츠","매사추세츠","1970년대","70년대 초반","70년대 초반","남성","남성",,"","","","",
426033,84826,"00:48:53;00","00:48:59;21",70304,70469,419,"영어","Spirit In The Sky",1969,"팝/록","서부 록","70년대 올디스","Reprise",1,1,17,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/535C/9701/011C/0FA5_large_front.jpg?cid=285322488","27661505-9325E218E014E3A7E5F5EF3980484BC4",2,"Spirit In The Sky",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Norman Greenbaum","북아메리카","미국","매사추세츠","매사추세츠","1970년대","70년대 초반","70년대 초반","남성","남성",,"","","","",
426034,84826,"00:48:59;22","00:49:06;23",70470,70637,420,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426035,84826,"00:49:07;00","00:49:13;23",70638,70805,421,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426036,84826,"00:49:14;00","00:49:20;23",70806,70973,422,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426037,84826,"00:49:21;00","00:49:27;23",70974,71141,423,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426038,84826,"00:49:28;00","00:49:34;23",71142,71309,424,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426039,84826,"00:49:35;00","00:49:41;23",71310,71477,425,"영어","Spirit In The Sky",1969,"팝/록","서부 록","70년대 올디스","Reprise",1,1,17,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/535C/9701/011C/0FA5_large_front.jpg?cid=285322488","27661505-9325E218E014E3A7E5F5EF3980484BC4",2,"Spirit In The Sky",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Norman Greenbaum","북아메리카","미국","매사추세츠","매사추세츠","1970년대","70년대 초반","70년대 초반","남성","남성",,"","","","",
426040,84826,"00:49:42;00","00:49:48;23",71478,71645,426,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426041,84826,"00:49:49;00","00:49:55;23",71646,71813,427,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426042,84826,"00:49:56;00","00:50:02;23",71814,71981,428,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426043,84826,"00:50:03;00","00:50:09;23",71982,72149,429,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426044,84826,"00:50:10;00","00:50:16;23",72150,72317,430,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426045,84826,"00:50:17;00","00:50:23;23",72318,72485,431,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426046,84826,"00:50:24;00","00:50:30;23",72486,72653,432,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651799-20E5273A42663FFE1271050FCFF743EC",8,"A Killer App",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426047,84826,"00:50:31;00","00:50:37;23",72654,72821,433,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651799-20E5273A42663FFE1271050FCFF743EC",8,"A Killer App",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426048,84826,"00:50:38;00","00:50:44;23",72822,72989,434,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651799-20E5273A42663FFE1271050FCFF743EC",8,"A Killer App",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426049,84826,"00:50:45;00","00:50:51;23",72990,73157,435,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426050,84826,"00:50:52;00","00:50:58;23",73158,73325,436,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426051,84826,"00:50:59;00","00:51:05;23",73326,73491,437,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426052,84826,"00:51:06;00","00:51:12;23",73492,73659,438,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651799-20E5273A42663FFE1271050FCFF743EC",8,"A Killer App",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426053,84826,"00:51:13;00","00:51:19;23",73660,73827,439,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426054,84826,"00:51:20;00","00:51:26;23",73828,73995,440,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426055,84826,"00:51:27;00","00:51:33;23",73996,74163,441,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426056,84826,"00:51:34;00","00:51:40;23",74164,74331,442,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426057,84826,"00:51:41;00","00:51:47;23",74332,74499,443,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426058,84826,"00:51:48;00","00:51:54;23",74500,74667,444,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426059,84826,"00:51:55;00","00:52:01;23",74668,74833,445,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426060,84826,"00:52:02;00","00:52:08;23",74834,75001,446,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426061,84826,"00:52:09;00","00:52:15;23",75002,75169,447,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426062,84826,"00:52:16;00","00:52:22;23",75170,75337,448,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426063,84826,"00:52:23;00","00:52:29;23",75338,75505,449,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426064,84826,"00:52:30;00","00:52:36;23",75506,75673,450,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426065,84826,"00:52:37;00","00:52:43;23",75674,75841,451,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426066,84826,"00:52:44;00","00:52:50;23",75842,76009,452,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426067,84826,"00:52:51;00","00:52:57;23",76010,76177,453,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426068,84826,"00:52:58;00","00:53:04;23",76178,76343,454,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426069,84826,"00:53:05;00","00:53:11;23",76344,76511,455,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426070,84826,"00:53:12;00","00:53:18;23",76512,76679,456,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426071,84826,"00:53:19;00","00:53:25;23",76680,76847,457,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426072,84826,"00:53:26;00","00:53:32;23",76848,77015,458,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426073,84826,"00:53:33;00","00:53:39;23",77016,77183,459,"","",0,"","","","",0,0,0,"","",0,"",20190621154546,1,"",20190621154546,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426074,84826,"00:53:40;00","00:53:46;23",77184,77351,460,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426075,84826,"00:53:47;00","00:53:53;23",77352,77519,461,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426076,84826,"00:53:54;00","00:54:00;23",77520,77685,462,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426077,84826,"00:54:01;00","00:54:07;23",77686,77853,463,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426078,84826,"00:54:08;00","00:54:14;23",77854,78021,464,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426079,84826,"00:54:15;00","00:54:21;23",78022,78189,465,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426080,84826,"00:54:22;00","00:54:28;23",78190,78357,466,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426081,84826,"00:54:29;00","00:54:35;23",78358,78525,467,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426082,84826,"00:54:36;00","00:54:42;23",78526,78693,468,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426083,84826,"00:54:43;00","00:54:49;23",78694,78861,469,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426084,84826,"00:54:50;00","00:54:56;23",78862,79029,470,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426085,84826,"00:54:57;00","00:55:03;23",79030,79195,471,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426086,84826,"00:55:04;00","00:55:10;23",79196,79363,472,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426087,84826,"00:55:11;00","00:55:17;23",79364,79531,473,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426088,84826,"00:55:18;00","00:55:24;23",79532,79699,474,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426089,84826,"00:55:25;00","00:55:31;23",79700,79867,475,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426090,84826,"00:55:32;00","00:55:38;23",79868,80035,476,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651800-CAF80ACDBC446CD515F98F61FFEAF6FE",9,"That's How I Cut And Run",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426113,84826,"00:58:13;00","00:58:19;23",83726,83893,499,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426114,84826,"00:58:20;00","00:58:26;23",83894,84061,500,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426115,84826,"00:58:27;00","00:58:33;23",84062,84229,501,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426116,84826,"00:58:34;00","00:58:40;23",84230,84397,502,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426117,84826,"00:58:41;00","00:58:47;23",84398,84565,503,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651791-B00CFF997C1C6FC5197BFC9AF9EA1A09",10,"We Got A Job To Do",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426118,84826,"00:58:48;00","00:58:54;23",84566,84733,504,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651791-B00CFF997C1C6FC5197BFC9AF9EA1A09",10,"We Got A Job To Do",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426119,84826,"00:58:55;00","00:59:01;23",84734,84899,505,"영어","Suicide Squad: Original Motion Picture Score",2016,"기타등등","오리지날 영화/TV 음악","오리지날 영화/TV 음악","WaterTower Music",1,1,30,"http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F6A1/469C/16C1/D9BD_large_front.jpg?cid=285322488","647651791-B00CFF997C1C6FC5197BFC9AF9EA1A09",10,"We Got A Job To Do",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"Steven Price","서유럽","연합 왕국, 영국","영국","영국","2000년대","2000년대","2000년대","남성","남성",,"","","","",
426120,84826,"00:59:02;00","00:59:08;23",84900,85067,506,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
426121,84826,"00:59:09;00","00:59:15;23",85068,85235,507,"","",0,"","","","",0,0,0,"","",0,"",20190621154547,1,"",20190621154547,1,0,0,"",0,0,0,"","","","","","","","","","",,"","","","",
